taxpayer_id,final_score,processing_stages
TP004747,0.2372,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2372,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1423,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0474,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    }
  },
  ""audit_history"": []
}"
TP000368,0.1578,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1578,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0947,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0316,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    }
  },
  ""audit_history"": []
}"
TP000403,0.4358,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4358,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2615,
      ""timestamp"": ""2025-05-06T02:20:54.496384""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0872,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP006492,0.2374,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2374,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1424,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0475,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP006638,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP007226,0.1456,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1456,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0874,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0291,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP002402,0.135,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.135,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.081,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.027,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP005521,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP001217,0.447,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.447,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2682,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0894,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP008696,0.0929,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0929,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0557,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0186,
      ""timestamp"": ""2025-05-06T02:20:54.497391""
    }
  },
  ""audit_history"": []
}"
TP006021,0.3393,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3393,
      ""timestamp"": ""2025-05-06T02:20:54.498386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2036,
      ""timestamp"": ""2025-05-06T02:20:54.498386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0679,
      ""timestamp"": ""2025-05-06T02:20:54.498386""
    }
  },
  ""audit_history"": []
}"
TP006866,0.1956,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1956,
      ""timestamp"": ""2025-05-06T02:20:54.498386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1174,
      ""timestamp"": ""2025-05-06T02:20:54.498386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0391,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP001065,0.2974,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2974,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1784,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0595,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP003787,0.4776,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4776,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2866,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0955,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP004411,0.3778,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3778,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2267,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0756,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP006860,0.2126,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2126,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1275,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0425,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP006761,0.1825,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1825,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1095,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0365,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP005524,0.135,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.135,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.081,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.027,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP005997,0.4193,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4193,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2516,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0839,
      ""timestamp"": ""2025-05-06T02:20:54.499385""
    }
  },
  ""audit_history"": []
}"
TP008834,0.0314,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0314,
      ""timestamp"": ""2025-05-06T02:20:54.500383""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0189,
      ""timestamp"": ""2025-05-06T02:20:54.500383""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0063,
      ""timestamp"": ""2025-05-06T02:20:54.500383""
    }
  },
  ""audit_history"": []
}"
TP005889,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.500383""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.500383""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP002162,0.4841,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4841,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2904,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0968,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP003009,0.078,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.078,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0468,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0156,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP001106,0.4678,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4678,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2807,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0936,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP006655,0.0938,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0938,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0563,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0188,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP000693,0.0512,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0512,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0307,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0102,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP000958,0.4028,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4028,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2417,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0806,
      ""timestamp"": ""2025-05-06T02:20:54.501386""
    }
  },
  ""audit_history"": []
}"
TP004957,0.1281,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1281,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0768,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0256,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    }
  },
  ""audit_history"": []
}"
TP006598,0.1114,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1114,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0668,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0223,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    }
  },
  ""audit_history"": []
}"
TP008481,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.502386""
    }
  },
  ""audit_history"": []
}"
TP004370,0.1042,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1042,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0625,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0208,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP002766,0.1631,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1631,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0979,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0326,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP003930,0.2357,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2357,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1414,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0471,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP007135,0.287,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.287,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1722,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0574,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP008736,0.0953,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0953,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0572,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0191,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP007531,0.2551,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2551,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.153,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.051,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP007529,0.0753,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0753,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0452,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0151,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP000629,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    }
  },
  ""audit_history"": []
}"
TP002452,0.1086,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1086,
      ""timestamp"": ""2025-05-06T02:20:54.503387""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0651,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0217,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    }
  },
  ""audit_history"": []
}"
TP006240,0.4612,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4612,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2767,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0922,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    }
  },
  ""audit_history"": []
}"
TP007013,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    }
  },
  ""audit_history"": []
}"
TP003825,0.1689,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1689,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1013,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0338,
      ""timestamp"": ""2025-05-06T02:20:54.504388""
    }
  },
  ""audit_history"": []
}"
TP008978,0.1526,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1526,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0915,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0305,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP002653,0.2851,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2851,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1711,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.057,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP000108,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP003744,0.284,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.284,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1704,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0568,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP002177,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP000907,0.1108,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1108,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0665,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0222,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP000264,0.3119,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3119,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1872,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0624,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP003319,0.3806,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3806,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2284,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0761,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    }
  },
  ""audit_history"": []
}"
TP006344,0.1067,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1067,
      ""timestamp"": ""2025-05-06T02:20:54.505389""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.064,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0213,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
TP002788,0.0748,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0748,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0449,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.015,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
TP004106,0.4391,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4391,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2634,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0878,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
TP006356,0.2505,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2505,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1503,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0501,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
TP001677,0.1356,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1356,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0813,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0271,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
TP003948,0.4015,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4015,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2409,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0803,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
TP004445,0.1069,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1069,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0642,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0214,
      ""timestamp"": ""2025-05-06T02:20:54.506393""
    }
  },
  ""audit_history"": []
}"
